Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
