,Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
906,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
907,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
908,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
909,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
910,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
911,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
912,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
913,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
914,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
915,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
916,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
917,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
918,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
919,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
920,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
921,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
922,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
923,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
924,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
925,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
926,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
927,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
928,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
929,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
930,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
931,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
932,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
933,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
934,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
935,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
936,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
937,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
938,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
939,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
940,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
941,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
942,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
943,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
944,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
945,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
946,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
947,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
948,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
949,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
950,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
951,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
952,High potential,SOUTH-AMERICA,S.E.South-America,SES,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
953,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
954,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
955,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
956,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
957,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
958,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
959,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
960,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
961,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
962,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
963,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
964,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
965,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
966,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
967,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
968,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
969,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
970,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
971,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
972,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
973,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
974,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
975,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
976,High potential,SOUTH-AMERICA,S.South-America,SSA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
977,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
978,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
979,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
980,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
981,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
982,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
983,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
984,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
985,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
986,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
987,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
988,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
989,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
990,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
991,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
992,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
993,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
994,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
995,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
996,High potential,SOUTH-AMERICA,S.South-America,SSA,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
997,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
998,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
999,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1000,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1001,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1002,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1003,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1004,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1005,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1006,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1007,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1008,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1009,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1010,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
1011,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1012,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1013,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1014,High potential,SOUTH-AMERICA,S.South-America,SSA,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1015,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1016,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1017,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1018,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1019,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1020,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1021,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1022,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1023,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1024,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1025,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1026,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1027,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1028,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1029,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1030,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1031,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1032,High potential,SOUTH-AMERICA,S.South-America,SSA,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1033,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1034,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1035,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1036,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1037,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1038,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1039,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
1040,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
1041,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
1042,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
1043,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
1044,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
1045,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1046,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1047,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1048,High potential,SOUTH-AMERICA,S.South-America,SSA,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
